davidmsheridan,0,0.0,7
RobertoFiammengo,2,0.07407407407407407,27
JuanPabloAlperin,3,0.1875,16
pilarstrutin-belinoff,0,0,0
JohnFurfey,0,0.0,1
GuillaumeGruere,0,0.0,49
FabiniOrata,1,0.25,4
fileunderwater,1,0.16666666666666666,6
grahamsteel,2,0.6666666666666666,3
user50269,0,0.0,3
benmudrak,8,0.7272727272727273,11
JohnOverington,11,0.13414634146341464,82
MichaelWilson,3,0.0379746835443038,79
CameronMclean,4,0.3076923076923077,13
LeonardoCandela,2,0.03508771929824561,57
JochenApel,3,0.25,12
AntonioFigueras,0,0,0
ndanthi,0,0.0,1
LauraSchimming,1,1.0,1
BrianNosek,13,0.09701492537313433,134
JamesRon,1,0.02857142857142857,35
SeverinUebbing,2,0.6666666666666666,3
RyanMills,25,0.8620689655172413,29
MattiaMenchetti,0,0.0,5
JoseMariaAlvarezMartinez,0,0,0
walshji,0,0.0,23
MichaelWells,0,0,0
NitinRughoonauth,2,1.0,2
MatthewAllen1410,45,0.36585365853658536,123
ChristineAgius,0,0.0,8
JosepMDuart,0,0,0
KindredWinecoff,0,0.0,4
DamienGervasoni,6,0.6666666666666666,9
Civ,0,0.0,14
ThomasDoyle,1,0.2,5
MichelleMurray1,0,0.0,1
CarmelOSullivan,0,0,0
AlastairJohnston,0,0,0
EmilianoMori,1,0.09090909090909091,11
WilliamFyson,0,0,0
cassandraalmeida,0,0.0,1
drbarnes,4,0.25,16
SophieMcDonald,0,0.0,9
robincr,0,0.0,4
HeatherCoates,0,0.0,5
JasonGallant,2,0.5,4
EikeLurz,0,0,0
ChristopherMuhs,0,0.0,3
massimo-franceschet,1,0.02564102564102564,39
chriskilsby,7,0.08641975308641975,81
chinghualee,1,0.5,2
SaraRovira-Esteva,0,0.0,19
MiriamBlake,0,0.0,1
DavidLusseau,8,0.09195402298850575,87
KarenLeeMcKee,5,0.05434782608695652,92
hvdstest,7,0.7,10
NoelCox,0,0.0,102
RafaelNajmanovich,15,0.5172413793103449,29
RobertEpstein,0,0,0
ThaliaWheatley,1,0.030303030303030304,33
deepakpateel,0,0,0
TatsuyaTAKAGI,9,0.28125,32
mbaccarini,24,0.24489795918367346,98
duffeleanor,0,0,0
TransitionMagazine,0,0,0
MelindaStewart,0,0,0
FlorenceMugambi,0,0,0
IbrahimMusa,0,0,0
PasqualePagano,7,0.109375,64
HisatoTakagiCVS,14,0.06965174129353234,201
MichaelHofer,0,0.0,18
AsahikoMatsuda,0,0.0,16
user50762,0,0.0,2
cwtskkcwtskk,0,0,0
EdelynVerona,10,0.2222222222222222,45
TimcdLucas,1,1.0,1
DiogoMelo,1,0.2,5
armish,7,0.6363636363636364,11
AlisonGBoyer,9,0.32142857142857145,28
IaraVidal,0,0.0,2
GaryWard,0,0,0
PedroMartinez,4,0.2,20
BenSweatervest,0,0,0
JohnTowns,0,0.0,11
RinkajGoyal,0,0,0
JonathanHarwell,0,0,0
KelliTrei,0,0.0,2
Codinafeliz,0,0,0
testme2,1,0.25,4
AnneThessen,4,0.17391304347826086,23
wkeithcampbell,6,0.05128205128205128,117
GuillaumeLobet,5,0.45454545454545453,11
SandraRacionero-Plaza,0,0.0,10
SurenSamarchyan,0,0,0
delgadofeliz,0,0,0
guallarfeliz,0,0,0
AndrewGewirth,5,0.024752475247524754,202
acevedorocha,2,0.14285714285714285,14
aaroncollie,3,0.375,8
MatthewWallenstein,6,0.11538461538461539,52
AlbertoBaccini,0,0.0,44
GabrieleToietta,12,0.2553191489361702,47
mvanselm,0,0.0,2
pdpolly,13,0.1780821917808219,73
KrzysztofSwierkosz,25,0.2403846153846154,104
DavidJayHarris,2,0.4,5
jeromyanglim,3,0.42857142857142855,7
MichaelHsieh,14,0.13861386138613863,101
MarcRobinson-Rechavi,41,0.43157894736842106,95
LeySander,71,0.15812917594654788,449
